user_id,movie_id,rating
7,3614,3
7,431,1
7,1631,3
7,2631,1
7,2875,1
7,3329,1
7,4211,3
7,1304,4
7,7,3
7,901,3
7,2428,1
7,2868,3
8,1460,3
8,3959,1
8,3552,5
8,4443,1
8,1469,3
8,1712,1
8,3541,2
8,855,2
8,643,2
8,2941,4
8,1863,3
8,4908,2
8,1175,2
8,4788,1
8,2166,2
8,3356,1
8,1959,1
8,1517,3
8,1748,3
8,3500,3
8,3790,2
8,4022,2
8,2723,1
8,1189,4
8,1130,5
8,2484,4
8,1947,2
8,1093,2
8,2604,5
8,3669,1
8,1271,3
8,2505,3
8,3649,1
8,4901,1
8,877,2
9,573,4
9,2569,4
9,2275,3
9,3447,4
9,3246,3
9,4005,5
9,3461,5
9,4133,1
9,3548,4
9,3645,5
9,3882,5
9,745,3
9,3202,1
9,4189,5
9,1414,4
9,3770,2
9,4896,5
9,4366,3
9,650,4
9,3312,1
9,2373,2
9,1133,3
9,1728,2
9,4527,2
9,4668,2
9,1317,2
9,1186,4
9,2745,5
9,2801,2
9,2958,1
9,2997,1
9,1332,2
9,2596,5
9,4828,4
9,3797,1
9,240,3
9,2017,5
9,4412,4
9,3740,2
9,1715,3
9,4644,1
9,3146,3
10,632,4
10,1202,2
10,1639,3
10,2040,1
10,3051,2
10,2010,2
10,3376,1
10,2456,1
10,7,1
10,1610,1
10,1410,1
10,3514,4
10,1492,4
10,983,1
10,2802,2
10,1558,1
10,37,3
10,1668,2
10,1545,2
10,1501,1
10,4303,2
10,3965,2
10,2195,2
10,2382,1
10,2837,1
10,3806,3
10,3969,2
10,2191,5
10,1017,3
10,910,3
10,2452,2
10,4584,2
10,2844,2
10,3048,1
10,142,3
10,4354,4
10,796,1
10,3354,3
10,2095,5
10,1110,1
10,2114,1
11,1715,2
11,1757,2
11,1632,4
11,1436,1
11,3196,2
11,3651,3
11,675,2
11,2829,4
11,3255,3
11,1537,2
11,4129,2
11,1042,3
11,1319,1
11,4372,4
11,860,3
11,2174,4
11,1001,1
11,2479,2
11,3332,2
11,1215,2
11,298,2
11,3414,1
11,2395,3
11,374,2
11,1709,4
11,2287,3
11,4770,3
11,4863,3
11,4120,3
11,4426,2
11,1816,2
11,89,1
11,314,4
11,1867,3
11,1568,1
11,479,3
11,4887,2
11,1322,3
11,3317,4
11,1349,4
11,3448,3
11,3147,2
11,3869,2
11,656,2
11,972,4
11,4619,2
12,4905,1
12,3212,1
12,4845,1
12,3320,4
12,609,3
12,1871,3
12,1566,2
12,1495,4
12,3456,1
12,4295,4
12,360,5
12,65,5
12,468,4
12,1453,2
12,2155,3
12,4830,2
12,3545,3
12,4723,1
12,863,2
12,2158,1
12,740,2
12,216,4
12,450,3
12,2841,1
12,1044,1
12,1018,2
12,3901,1
12,239,3
12,3341,4
12,4553,2
12,963,5
12,1043,1
12,1976,2
12,3733,4
12,3650,4
12,2440,1
12,4154,1
12,3703,1
12,145,1
12,3048,1
12,4573,3
12,3097,1
12,925,4
12,2733,3
12,3668,3
13,3958,3
13,3156,2
13,4519,2
13,2112,4
13,1335,5
13,3704,1
13,3309,5
13,789,1
13,2150,3
13,2474,5
13,3950,3
13,3516,2
13,4523,3
13,280,1
13,359,3
13,271,1
13,4894,4
13,464,4
13,1250,1
13,241,1
13,529,3
13,3099,1
13,3302,1
13,3098,4
13,798,1
13,3698,3
13,2822,4
13,3369,1
13,3931,3
13,1899,3
13,4416,1
13,1099,2
13,152,3
13,676,2
13,3429,1
13,4497,3
13,143,2
13,883,3
13,3148,2
13,666,3
13,1081,3
13,2427,3
13,551,3
13,1258,3
14,525,1
14,1745,2
14,2306,3
14,4103,4
14,701,2
14,4850,1
14,1995,5
14,1141,1
14,257,3
14,2403,1
14,2148,3
14,2918,2
14,1418,3
14,3173,4
14,1813,3
14,3265,4
14,1370,5
14,3870,2
14,3103,1
14,564,3
14,2644,4
14,2339,3
14,3622,3
14,1421,1
14,3587,3
14,1581,3
14,553,1
14,1964,1
14,4832,2
14,4664,3
14,4708,3
14,79,2
14,4597,3
14,1644,1
14,1938,3
14,1431,2
14,1367,2
14,851,2
15,2445,5
15,4830,4
15,4244,1
15,1064,2
15,3106,3
15,1715,1
15,1709,1
15,200,3
15,617,2
15,4402,3
15,1213,1
15,3013,2
15,1327,3
15,2045,1
15,1109,4
15,3036,3
15,2602,3
15,3852,1
15,4071,1
15,717,1
15,2102,3
15,4762,1
15,4352,1
15,3453,2
15,3267,2
15,2311,2
15,4811,2
15,102,3
15,797,3
15,3265,4
15,2213,3
15,188,1
15,2623,3
15,4055,2
15,1765,3
15,1435,2
15,4793,3
15,2849,2
15,1196,1
15,1543,4
15,249,1
16,4765,3
16,3909,4
16,1018,2
16,1398,1
16,4185,1
16,4719,4
16,4545,3
16,2586,3
16,2400,1
16,378,1
16,559,2
16,2229,2
16,4521,1
16,3887,3
16,2311,2
16,4181,3
16,4581,4
16,4329,5
16,2861,1
16,2006,1
16,3557,1
16,4564,1
16,1835,1
16,2546,2
16,3146,3
16,795,3
16,2816,1
16,298,1
16,161,3
16,1756,1
16,1884,3
16,77,3
16,319,2
16,2916,4
16,3995,4
16,1237,2
16,36,5
17,2379,1
17,4601,3
17,639,2
17,3044,2
17,2652,2
17,3149,2
17,3575,2
17,2189,1
17,275,3
17,3730,5
17,804,3
17,1934,2
17,3680,4
17,27,2
17,4636,3
17,2410,4
17,838,3
17,4870,3
17,3370,2
17,2512,3
17,204,3
17,2251,2
17,619,2
17,2570,2
17,1021,3
17,259,3
17,3198,4
17,3291,3
17,1470,2
17,2450,2
17,253,4
17,1722,3
18,4494,3
18,810,4
18,1957,3
18,1301,1
18,3323,1
18,227,5
18,4622,2
18,4249,1
18,1888,3
18,2312,5
18,501,5
18,4010,1
18,174,5
18,3342,1
18,3230,1
18,2878,1
18,2784,2
18,1525,2
18,2707,3
18,747,1
18,4120,2
18,1903,1
18,616,1
18,1053,1
18,2384,4
18,2059,1
18,4423,4
18,4441,1
18,2635,1
18,4556,2
18,1615,1
18,1529,1
18,630,1
18,856,2
18,3992,4
18,3179,1
18,3609,1
18,2874,1
18,2600,5
18,4664,5
18,3776,3
18,355,1
18,4278,3
18,2458,3
18,3148,3
18,4735,1
18,4144,2
18,2202,2
18,3142,5
18,3908,3
18,690,1
19,794,1
19,1580,1
19,4289,2
19,1801,1
19,2925,3
19,1701,1
19,3422,1
19,1516,1
19,786,2
19,4173,1
19,3980,1
19,4580,1
19,862,2
19,3574,2
19,4655,1
19,2785,1
19,3429,1
19,3508,1
19,4946,1
19,2817,1
19,3924,2
19,4682,1
19,4714,3
19,4414,3
19,967,4
19,4634,3
19,1507,1
19,2212,2
19,3624,1
19,2098,3
19,267,1
19,4890,1
19,2439,1
19,4171,2
19,1873,2
19,4001,3
20,225,4
20,4447,4
20,1900,1
20,1797,1
20,2389,3
20,1733,3
20,306,1
20,933,3
20,1353,4
20,3829,2
20,3116,4
20,4706,3
20,909,4
20,1595,1
20,2539,4
20,4774,4
20,3561,2
20,4877,4
20,2925,3
20,2005,1
20,51,5
20,652,1
20,194,5
20,2249,2
20,1209,4
20,4863,4
20,4127,1
20,2717,3
20,4679,3
20,4426,2
20,1179,1
20,518,3
20,1069,3
20,3455,5
20,3649,1
20,4485,2
20,513,1
20,926,1
20,805,1
20,4756,3
20,1323,2
20,4390,4
21,4240,2
21,4506,2
21,1258,3
21,2831,3
21,3645,3
21,1493,2
21,870,2
21,4003,1
21,2774,2
21,1002,4
21,3220,3
21,2196,2
21,1517,1
21,4681,1
21,2737,1
21,362,3
21,1022,1
21,201,5
21,411,2
21,4087,1
21,3179,1
21,4943,1
21,3480,1
21,2349,1
21,3951,1
21,1752,4
21,4650,1
21,570,1
21,4013,1
21,3593,5
21,3347,1
21,4554,4
21,1753,1
21,2483,5
21,1212,1
22,1960,2
22,4876,2
22,1936,2
22,303,4
22,1456,3
22,4223,2
22,716,2
22,3607,3
22,2934,3
22,4725,4
22,4513,1
22,3090,3
22,1483,2
22,2524,4
22,3952,4
22,2531,1
22,4607,1
22,4435,2
22,4195,5
22,4323,5
22,4554,3
22,4146,3
22,376,2
22,4319,3
22,4651,3
22,3041,4
22,745,5
22,1599,3
22,2520,3
22,2369,2
22,3645,3
22,3580,2
22,240,4
22,1060,3
22,2411,1
22,4164,2
22,3641,3
22,85,3
22,2460,1
22,4679,1
22,4521,1
22,4025,1
22,4854,2
22,2428,4
22,4241,2
22,1301,4
22,2108,1
22,4368,3
22,1708,3
22,3456,3
23,246,4
23,413,2
23,3130,5
23,3569,1
23,223,4
23,3350,1
23,3731,4
23,3533,1
23,1534,1
23,2523,2
23,2171,1
23,4,2
23,3396,4
23,3522,5
23,3332,4
23,2282,3
23,2289,4
23,4712,4
23,249,5
23,4592,4
23,3277,3
23,4297,2
23,442,2
23,2993,3
23,2768,3
23,4153,2
23,4417,4
23,2997,1
23,598,1
23,2382,3
23,4958,3
23,3247,4
23,1727,3
23,416,3
23,4953,3
23,2058,3
23,3504,1
23,1166,1
23,4251,1
24,2256,1
24,2428,1
24,775,3
24,1392,2
24,1355,1
24,3010,3
24,4436,1
24,523,2
24,2010,3
24,741,2
24,2245,2
24,3526,2
24,4143,2
24,4156,1
24,1381,1
24,340,2
24,225,3
24,1256,3
24,1418,1
24,4305,1
24,4828,3
24,3133,3
24,4397,1
24,378,3
24,3679,3
24,4208,3
24,3836,2
24,4253,2
24,368,1
24,3048,1
24,1076,1
24,960,1
24,3131,2
25,965,1
25,2125,1
25,3701,1
25,1736,2
25,3568,5
25,2745,1
25,2093,1
25,1331,1
25,2322,5
25,3053,2
25,1402,2
25,3155,1
25,2525,1
25,3237,3
25,4233,3
25,4129,3
25,3764,2
25,4222,3
25,4251,1
25,1455,3
25,1589,2
25,691,3
25,733,1
25,58,3
25,4423,4
25,3076,2
25,1458,1
25,1601,1
25,912,4
25,1249,1
25,4612,3
25,322,2
25,251,4
25,574,1
26,2127,2
26,1047,3
26,2116,2
26,3472,4
26,4315,4
26,1077,1
26,4896,1
26,3304,2
26,811,2
26,326,3
26,731,4
26,715,4
26,1708,1
26,2199,3
26,4704,1
26,2995,4
26,1134,3
26,3781,3
26,4326,2
26,1945,2
26,3106,4
26,2161,2
26,1625,3
26,3837,3
26,4558,1
26,253,3
26,568,4
26,2316,3
26,2773,2
26,2903,2
26,1902,1
26,2480,3
26,1500,1
26,3603,1
26,3885,3
26,813,1
26,3679,2
26,4062,4
26,1761,1
26,4677,1
26,3752,3
26,2822,5
26,2416,1
27,3604,2
27,596,4
27,1910,3
27,4600,3
27,1713,1
27,2960,1
27,3520,1
27,812,1
27,2940,1
27,3822,1
27,322,3
27,3985,3
27,2110,2
27,66,2
27,758,2
27,2572,4
27,2233,3
27,257,2
27,821,2
27,4571,1
27,1490,4
27,888,1
27,4289,3
27,903,2
27,1366,1
27,4730,1
27,4112,2
27,2313,4
27,583,2
27,4353,3
27,660,1
27,2573,1
27,1283,3
27,1951,3
27,4709,2
27,4657,2
27,1064,3
28,1718,2
28,2230,4
28,2301,2
28,2362,1
28,3974,2
28,2417,3
28,4880,3
28,264,2
28,1637,3
28,305,3
28,3777,4
28,3061,2
28,4856,4
28,2992,3
28,889,3
28,2841,1
28,2693,5
28,448,4
28,3058,4
28,4218,2
28,2708,1
28,4389,1
28,460,1
28,1619,5
28,3172,4
28,1122,4
28,3295,4
28,229,1
28,195,4
28,930,1
28,4147,3
28,1347,3
28,4870,1
28,2221,1
28,2586,3
28,3701,2
29,1493,3
29,3619,3
29,4887,1
29,1503,4
29,164,4
29,2790,3
29,4669,1
29,2855,1
29,339,5
29,3091,1
29,4064,1
29,4207,2
29,312,4
29,1601,5
29,2577,5
29,3162,5
29,22,2
29,3539,2
29,1729,5
29,2131,3
29,3389,1
29,1739,1
29,3778,2
29,1946,4
29,4287,1
29,146,2
29,4137,3
29,470,3
29,1838,2
29,2550,1
29,136,1
29,3179,1
29,3645,4
29,1001,4
29,3971,1
29,1463,2
29,541,4
29,2642,3
29,613,3
29,1224,4
29,812,1
29,3336,4
29,4309,3
29,4902,1
29,1055,4
29,3913,2
29,800,2
29,3169,1
29,343,2
29,1416,4
29,480,3
30,591,3
30,4375,1
30,4053,5
30,83,2
30,4153,3
30,4812,2
30,2952,2
30,79,2
30,3695,1
30,2861,4
30,3029,2
30,2772,1
30,4689,3
30,1534,1
30,4238,1
30,3534,1
30,3232,3
30,1647,2
30,3560,1
30,2242,4
30,2585,4
30,1078,1
30,3332,1
30,4365,3
30,4616,1
30,4420,3
30,236,1
30,809,2
30,4863,2
30,1695,3
30,1140,1
30,2422,3
30,1427,2
30,277,3
30,2849,2
30,1174,2
30,2166,1
30,2933,5
30,4928,3
30,1421,2
30,3042,4
30,4253,3
30,2869,1
30,2089,4
31,2480,3
31,4253,2
31,831,3
31,2001,1
31,2657,2
31,3998,2
31,594,4
31,3115,3
31,4205,3
31,2990,4
31,3204,1
31,4009,3
31,2336,1
31,1892,3
31,3249,4
31,3593,3
31,229,1
31,3314,1
31,3157,4
31,4889,2
31,4497,1
31,3571,2
31,2066,3
31,1972,3
31,3446,3
31,2929,4
31,3119,2
31,598,3
31,4691,3
31,4838,1
31,884,2
31,1155,3
31,4601,3
31,1739,3
31,4138,3
31,4566,1
31,1817,2
31,841,3
31,2250,3
31,668,3
31,1545,2
32,4350,4
32,988,3
32,2569,2
32,1981,5
32,4901,5
32,1742,2
32,533,2
32,1923,1
32,4624,3
32,3592,1
32,2377,1
32,2489,4
32,465,2
32,3953,4
32,272,5
32,4268,5
32,2206,1
32,2507,2
32,2564,3
32,1283,2
32,2143,1
32,3672,2
32,4106,2
32,165,2
32,3898,5
32,3610,2
32,3157,2
32,862,3
32,3224,3
32,140,1
32,4048,4
32,3411,2
32,3475,1
32,925,2
32,2931,1
32,1751,5
32,670,4
32,1374,1
32,592,1
32,4773,1
32,4266,2
32,4107,2
32,65,2
32,2996,1
32,3426,3
32,2323,1
32,1942,1
32,708,4
32,676,1
33,45,3
33,4033,1
33,3658,1
33,4795,2
33,2476,2
33,2246,2
33,3930,2
33,251,3
33,2205,3
33,3170,5
33,546,2
33,1328,1
33,1481,2
33,3434,2
33,4454,4
33,3249,3
33,3401,3
33,4192,2
33,548,3
33,4526,4
33,4841,3
33,4511,1
33,409,1
33,1155,2
33,862,1
33,2619,5
33,4333,1
33,3629,4
33,2404,2
33,2907,1
33,3544,3
33,1676,3
33,4093,3
33,103,3
33,1213,3
33,4558,1
33,4701,4
33,1127,2
33,1971,1
33,1437,2
33,3972,2
34,689,1
34,897,1
34,721,3
34,1948,3
34,4154,1
34,777,2
34,660,1
34,3114,3
34,4111,3
34,515,5
34,4422,1
34,3601,1
34,801,3
34,2250,3
34,4162,2
34,1025,3
34,4396,1
34,3610,2
34,4588,1
34,1878,3
34,2780,1
34,2949,1
34,2695,4
34,2649,1
34,1953,3
34,4505,3
34,1560,2
34,1026,4
34,3781,1
34,2686,3
34,3727,4
34,2696,3
34,2952,4
34,1994,3
34,2144,1
34,3966,4
34,4437,1
34,3931,3
34,2156,2
35,4334,2
35,1261,3
35,1697,2
35,2064,3
35,2276,2
35,1661,2
35,1184,1
35,1970,1
35,2715,3
35,4241,3
35,4592,5
35,2427,1
35,3673,3
35,3628,1
35,584,2
35,62,2
35,1151,1
35,2927,4
35,3535,1
35,2531,1
35,2966,1
35,1240,3
35,357,5
35,303,3
35,2261,4
35,257,2
35,3232,4
35,123,1
35,554,3
35,3167,2
35,191,2
35,1415,2
35,87,3
35,4756,1
35,3890,4
35,3340,3
35,3311,4
35,931,1
35,3981,2
35,4332,4
35,4279,1
35,4198,2
35,3394,3
35,4358,1
36,1633,2
36,3061,2
36,2224,2
36,3694,1
36,3630,4
36,1345,1
36,3277,2
36,3393,1
36,786,1
36,994,2
36,4824,3
36,3226,2
36,3568,5
36,3739,1
36,57,2
36,1132,1
36,3177,3
36,4628,1
36,3763,3
36,3759,2
36,3069,3
36,2314,2
36,2247,1
36,1299,2
36,2557,2
36,4399,2
36,4394,2
36,1403,2
36,2289,3
36,4602,2
36,3500,1
36,3140,2
36,1708,2
36,4675,3
36,1665,4
36,1597,1
36,2006,1
36,1879,3
36,3939,1
36,1407,3
36,4099,1
36,3036,5
36,225,2
36,1370,2
36,3317,1
36,552,1
37,2116,2
37,3543,1
37,3046,2
37,64,2
37,1332,1
37,3015,3
37,118,3
37,3935,2
37,185,3
37,990,1
37,3927,2
37,3137,2
37,842,1
37,2837,1
37,2558,3
37,2138,3
37,1286,4
37,4562,2
37,2508,3
37,4652,1
37,1212,2
37,3920,1
37,946,1
37,3203,3
37,4057,2
37,3648,3
37,3560,2
37,1079,1
37,3268,1
37,2050,2
37,1182,1
37,795,1
37,1980,4
37,4488,4
37,2749,3
37,4349,3
37,4220,1
37,4632,2
37,3332,3
37,3301,1
37,981,2
37,3070,1
37,2194,1
37,1660,3
37,2759,2
37,2708,2
37,2847,2
37,4004,3
37,3814,3
37,2825,4
37,3376,1
38,4214,4
38,3964,1
38,4442,2
38,3082,2
38,3115,1
38,3031,4
38,77,2
38,648,1
38,123,3
38,3679,4
38,2607,3
38,2117,1
38,813,1
38,498,1
38,3317,2
38,2543,2
38,3625,1
38,2231,1
38,842,2
38,2093,2
38,4087,2
38,1814,2
38,3250,3
38,852,1
38,2619,1
38,4629,1
38,1929,1
38,3311,3
38,2058,4
38,1475,3
38,337,2
38,2794,3
38,2112,2
38,4078,1
38,210,3
38,4419,2
38,656,3
38,3164,3
38,3754,5
38,2339,3
38,797,1
38,2342,3
38,2102,1
38,1664,1
39,4158,2
39,3973,3
39,448,3
39,1386,3
39,3015,2
39,323,5
39,4756,2
39,857,3
39,3330,2
39,4503,1
39,2391,3
39,2083,3
39,1199,3
39,1762,2
39,4491,2
39,935,3
39,1054,1
39,3180,2
39,757,3
39,4547,1
39,715,3
39,3621,3
39,4516,3
39,2737,3
39,3307,1
39,3271,1
39,4677,3
39,1740,3
39,3568,3
39,1869,3
39,1431,3
39,4233,4
39,4265,4
39,2884,4
39,4278,3
39,494,1
39,3642,1
39,826,5
39,952,1
39,3121,4
39,1882,4
39,2403,3
39,471,4
39,4416,4
39,1008,4
40,2627,2
40,3635,1
40,2049,4
40,3286,5
40,3852,3
40,2533,3
40,3154,1
40,4478,3
40,3878,5
40,1840,1
40,1099,1
40,2408,4
40,515,2
40,3201,1
40,214,1
40,2940,1
40,680,1
40,3877,2
40,359,1
40,48,2
40,4086,4
40,3110,2
40,3478,1
40,1604,5
40,1305,1
40,3393,1
40,1819,3
40,4915,1
40,1952,1
40,3603,3
40,4501,3
40,4528,1
40,3194,1
40,4532,1
40,3399,1
40,4632,1
40,3917,2
40,500,1
40,139,1
40,1328,2
40,2508,3
40,624,4
40,3239,2
40,3952,1
40,3584,3
40,1956,4
40,1185,1
40,3145,3
40,4876,2
40,2916,3
40,1525,1
41,3227,3
41,3192,2
41,4852,1
41,2378,1
41,1972,1
41,3813,4
41,395,1
41,86,2
41,2738,2
41,604,3
41,102,1
41,735,3
41,653,3
41,3780,1
41,2366,2
41,1526,3
41,3726,3
41,4944,2
41,4356,4
41,962,2
41,4030,2
41,337,2
41,3178,1
41,1755,1
41,1319,3
41,3744,1
41,793,1
41,3884,3
41,227,3
41,1703,2
41,85,1
41,2783,1
41,217,4
41,1047,2
41,1453,1
41,4444,1
41,1195,3
41,3920,3
41,2830,3
41,4602,1
41,279,4
41,476,3
41,4440,2
41,3068,3
42,3140,1
42,957,3
42,2004,4
42,974,1
42,2308,3
42,786,3
42,814,5
42,1348,1
42,2497,1
42,1672,2
42,1227,3
42,2338,1
42,3584,1
42,1601,4
42,813,3
42,2912,5
42,4621,1
42,1556,3
42,1268,3
42,37,4
42,1751,4
42,3720,3
42,1636,1
42,407,4
42,1374,1
42,3846,5
42,569,4
42,2894,1
42,3577,1
42,3238,3
42,4604,4
42,1480,5
42,2618,1
43,4489,2
43,4300,2
43,4209,2
43,588,1
43,4935,1
43,533,4
43,700,1
43,4327,3
43,48,4
43,4018,1
43,3554,1
43,2777,1
43,3564,2
43,4347,2
43,16,1
43,3110,1
43,4881,5
43,1681,3
43,2373,1
43,56,4
43,4927,2
43,2164,3
43,4596,1
43,1407,5
43,81,2
43,1203,1
43,2388,2
43,1975,1
43,1215,2
43,2846,3
43,1335,3
43,3883,1
43,3042,1
43,1314,2
43,3079,2
44,4380,4
44,2787,4
44,1556,1
44,2546,5
44,3315,3
44,2211,2
44,2132,3
44,3825,4
44,279,3
44,1436,3
44,1318,4
44,2708,5
44,610,1
44,1100,2
44,1478,3
44,2033,2
44,1963,3
44,4349,3
44,2567,2
44,2911,3
44,4780,3
44,1675,4
44,2616,4
44,2670,5
44,4868,3
44,1621,2
44,4605,1
44,1953,2
44,3248,3
44,4092,3
44,787,1
44,2724,5
45,2198,1
45,1259,4
45,2982,1
45,3883,5
45,121,3
45,188,2
45,2941,5
45,643,1
45,2645,2
45,3437,1
45,1274,2
45,1920,5
45,290,2
45,435,2
45,1386,1
45,608,5
45,530,4
45,2762,4
45,2671,2
45,1286,4
45,2930,4
45,2174,2
45,4516,2
45,1046,1
45,196,1
45,3008,4
45,1720,2
45,3618,1
45,4019,1
45,1904,2
45,1043,1
45,660,1
45,3203,2
45,3513,1
45,2638,2
45,249,3
45,4335,4
46,2462,3
46,4618,1
46,460,4
46,1338,1
46,4943,3
46,2144,2
46,4483,4
46,3981,1
46,4634,3
46,2652,5
46,4298,4
46,3337,2
46,4581,1
46,3777,1
46,4757,1
46,4876,3
46,3612,3
46,4675,2
46,488,1
46,470,2
46,1509,2
46,3638,2
46,1016,4
46,939,4
46,4038,2
46,4106,1
46,2823,1
46,4817,1
46,3484,2
46,2113,1
46,2294,2
46,512,2
47,2509,1
47,3793,1
47,4206,1
47,2382,4
47,10,4
47,4056,1
47,1929,2
47,2634,3
47,2543,2
47,740,3
47,3213,2
47,3510,4
47,232,3
47,2833,4
47,1049,3
47,911,3
47,2805,1
47,4481,3
47,417,3
47,4269,1
47,4539,1
47,1925,3
47,4761,4
47,2424,4
47,2050,3
47,1584,3
47,2363,3
47,2238,3
47,3106,2
47,972,3
47,3364,4
47,2735,2
47,4155,2
47,1554,1
47,4673,4
47,1094,1
47,181,1
47,932,2
47,3233,1
47,2712,3
47,4652,1
47,3139,1
47,1871,1
47,1810,4
47,3677,2
47,2463,3
47,4423,3
48,3798,4
48,4251,1
48,0,1
48,1329,4
48,845,2
48,2673,1
48,537,2
48,575,1
48,4302,2
48,3903,1
48,309,2
48,2854,1
48,2407,4
48,1066,2
48,980,3
48,1145,1
48,642,2
48,2192,1
48,2866,3
48,2015,3
48,3130,3
48,2109,3
48,2490,4
48,4028,1
48,752,2
48,3560,1
48,3617,1
48,3831,4
48,751,1
48,2186,1
48,4270,4
48,923,1
48,25,3
48,1753,3
49,4078,4
49,695,1
49,4521,1
49,2417,4
49,782,5
49,569,5
49,200,5
49,3043,1
49,3327,3
49,1217,2
49,1887,1
49,2425,3
49,2976,4
49,1369,1
49,1206,3
49,39,5
49,3529,4
49,2289,1
49,613,3
49,1351,3
49,1641,1
49,3803,3
49,2796,1
49,216,2
49,1949,2
49,3342,1
49,2406,1
49,3087,2
49,3047,4
49,1513,5
50,4582,1
50,1598,3
50,2352,2
50,1988,3
50,3694,2
50,2136,2
50,352,4
50,586,2
50,1961,3
50,4415,2
50,1622,4
50,3866,2
50,4032,4
50,1534,2
50,3189,4
50,2410,3
50,215,3
50,3282,1
50,689,2
50,2357,3
50,4399,4
50,2471,4
50,4656,2
50,4370,1
50,946,3
50,4355,2
50,3505,3
50,3977,2
50,686,5
50,1284,2
50,1022,3
50,1240,4
50,4626,1
50,413,2
50,364,2
50,3131,4
50,2350,1
50,3274,4
50,973,1
50,3201,4
50,2121,3
50,1823,1
50,3986,3
50,79,1
50,3406,2
50,4142,2
50,1020,1
51,1753,3
51,4265,1
51,3880,1
51,614,1
51,3478,4
51,3559,1
51,4276,3
51,828,1
51,2632,3
